date,regime,rank,code,name,score,price,change_pct,vol_percentile
2026-05-13,UPTREND,1,066570,LG전자,90.61,191400,3.52,0.74
2026-05-13,UPTREND,2,003490,대한항공,88.92,25750,3.62,0.626
2026-05-13,UPTREND,3,476060,온코닉테라퓨틱스,80.3,22350,2.76,0.595
2026-05-13,UPTREND,4,088350,한화생명,79.66,4980,2.79,0.901
2026-05-13,UPTREND,5,000720,현대건설,79.66,160700,3.01,0.405
2026-05-13,UPTREND,6,196170,알테오젠,78.59,354000,3.51,0.573
2026-05-13,UPTREND,7,319400,현대무벡스,77.79,43650,2.71,0.863
2026-05-13,UPTREND,8,005930,삼성전자,77.55,284000,1.79,0.969
2026-05-13,UPTREND,9,004020,현대제철,77.44,43450,2.48,0.565
2026-05-13,UPTREND,10,077360,덕산하이메탈,74.95,18110,3.43,0.443
2026-05-13,UPTREND,11,017670,SK텔레콤,74.62,105800,2.32,0.504
2026-05-13,UPTREND,12,204320,HL만도,69.68,63300,5.15,0.58
2026-05-13,UPTREND,13,067310,하나마이크론,67.82,43750,5.68,0.618
2026-05-13,UPTREND,14,402340,SK스퀘어,66.61,1190000,5.68,0.412
2026-05-13,UPTREND,15,003280,흥아해운,65.66,2835,1.98,1.0
2026-05-13,UPTREND,16,028670,팬오션,64.98,6120,5.34,0.824
2026-05-13,UPTREND,17,010100,한국무브넥스,62.76,5300,2.32,0.779
2026-05-13,UPTREND,18,440110,파두,61.6,100000,5.49,0.489
2026-05-13,UPTREND,19,034220,LG디스플레이,61.32,14170,11.05,0.977
2026-05-13,UPTREND,20,000270,기아,60.87,179500,6.65,0.702
2026-05-14,UPTREND,1,005930,삼성전자,92.83,296000,4.23,0.97
2026-05-14,UPTREND,2,046890,서울반도체,87.15,18280,3.34,0.759
2026-05-14,UPTREND,3,144960,뉴파워프라즈마,85.36,11630,4.3,0.82
2026-05-14,UPTREND,4,440110,파두,78.0,103500,3.5,0.444
2026-05-14,UPTREND,5,028050,삼성E&A,74.23,54700,3.21,0.624
2026-05-14,UPTREND,6,003060,에이프로젠바이오로직스,72.24,5100,4.08,0.767
2026-05-14,UPTREND,7,000720,현대건설,72.05,169300,5.35,0.579
2026-05-14,UPTREND,8,042700,한미반도체,69.32,409500,2.25,0.466
2026-05-14,UPTREND,9,035420,NAVER,68.48,213000,5.71,0.549
2026-05-14,UPTREND,10,086790,하나금융지주,68.02,126500,3.43,0.489
2026-05-14,UPTREND,11,004020,현대제철,67.1,45950,5.75,0.654
2026-05-14,UPTREND,12,014910,성문전자,65.84,3365,2.12,0.977
2026-05-14,UPTREND,13,002760,보락,65.34,1073,4.89,0.789
2026-05-14,UPTREND,14,272210,한화시스템,62.44,116100,5.93,0.511
2026-05-14,UPTREND,15,105560,KB금융,61.45,156000,2.63,0.504
2026-05-14,UPTREND,16,008350,남선알미늄,61.08,2035,5.66,0.992
2026-05-14,UPTREND,17,034220,LG디스플레이,60.53,15340,8.26,0.962
2026-05-14,UPTREND,18,035720,카카오,60.52,45950,6.98,0.722
2026-05-14,UPTREND,19,067310,하나마이크론,60.1,44600,1.94,0.639
2026-05-14,UPTREND,20,064400,LG씨엔에스,60.02,86100,17.14,0.85
2026-05-15,UPTREND,1,090710,휴림로봇,92.97,13120,3.88,0.977
2026-05-15,UPTREND,2,036540,SFA반도체,91.04,8610,3.99,0.954
2026-05-15,UPTREND,3,018260,삼성에스디에스,84.44,189000,3.34,0.519
2026-05-15,UPTREND,4,016380,KG스틸,73.03,7490,4.03,0.725
2026-05-15,UPTREND,5,067310,하나마이크론,63.82,52900,18.61,0.916
2026-05-15,UPTREND,6,001740,SK네트웍스,63.13,8720,10.38,0.992
2026-05-15,UPTREND,7,034220,LG디스플레이,60.49,14100,-8.08,0.962
2026-05-15,UPTREND,8,454910,두산로보틱스,59.79,127400,19.29,0.87
2026-05-15,UPTREND,9,004020,현대제철,59.59,46150,0.44,0.679
2026-05-15,UPTREND,10,064400,LG씨엔에스,59.45,86600,0.58,0.832
2026-05-15,UPTREND,11,332570,PS일렉트로닉스,57.22,12280,-7.11,0.855
2026-05-15,UPTREND,12,204620,글로벌텍스프리,56.37,6240,0.65,0.664
2026-05-15,UPTREND,13,319400,현대무벡스,56.15,41100,-6.27,0.802
2026-05-15,UPTREND,14,048410,현대바이오,55.7,11170,-8.07,0.611
2026-05-15,UPTREND,15,032820,우리기술,54.64,17130,-5.88,0.809
2026-05-15,UPTREND,16,080220,제주반도체,54.48,82300,8.86,0.908
2026-05-15,UPTREND,17,092790,넥스틸,54.17,20700,12.07,0.702
2026-05-15,UPTREND,18,035250,강원랜드,53.87,16300,0.49,0.42
2026-05-15,UPTREND,19,096770,SK이노베이션,53.58,123500,-2.53,0.412
2026-05-15,UPTREND,20,018880,한온시스템,53.26,5050,1.0,0.985
2026-05-18,UPTREND,1,005930,삼성전자,94.94,281000,3.88,0.985
2026-05-18,UPTREND,2,047040,대우건설,88.87,29300,2.81,0.955
2026-05-18,UPTREND,3,332570,PS일렉트로닉스,77.85,12700,3.42,0.865
2026-05-18,UPTREND,4,088350,한화생명,72.78,5670,5.19,0.977
2026-05-18,UPTREND,5,000660,SK하이닉스,70.61,1840000,1.15,0.872
2026-05-18,UPTREND,6,010140,삼성중공업,65.14,29550,0.85,0.88
2026-05-18,UPTREND,7,034020,두산에너빌리티,64.18,112100,1.17,0.82
2026-05-18,UPTREND,8,007660,이수페타시스,58.59,131500,2.73,0.466
2026-05-18,UPTREND,9,009830,한화솔루션,58.35,43350,6.77,0.699
2026-05-18,UPTREND,10,011200,HMM,58.26,19960,0.35,0.609
2026-05-18,UPTREND,11,028050,삼성E&A,57.69,49500,-2.17,0.639
2026-05-18,UPTREND,12,080220,제주반도체,57.36,92600,12.52,0.925
2026-05-18,UPTREND,13,178320,서진시스템,56.8,72800,8.66,0.835
2026-05-18,UPTREND,14,001450,현대해상,54.85,38350,14.99,0.744
2026-05-18,UPTREND,15,001440,대한전선,54.17,58100,-3.17,0.857
2026-05-18,UPTREND,16,067310,하나마이크론,54.14,48950,-7.47,0.782
2026-05-18,UPTREND,17,000720,현대건설,52.75,144900,-6.52,0.504
2026-05-18,UPTREND,18,032820,우리기술,51.63,17290,0.93,0.887
2026-05-18,UPTREND,19,033790,피노,51.03,14900,0.34,0.632
2026-05-18,UPTREND,20,042660,한화오션,50.62,115800,-1.95,0.481
2026-05-19,UPTREND,1,080220,제주반도체,89.69,95900,3.56,0.831
2026-05-19,UPTREND,2,015760,한국전력,88.76,39150,3.98,0.746
2026-05-19,UPTREND,3,005290,동진쎄미켐,76.07,57600,2.67,0.531
2026-05-19,UPTREND,4,001450,현대해상,64.58,38850,1.3,0.708
2026-05-19,UPTREND,5,011000,진원생명과학,64.26,1366,29.97,0.992
2026-05-19,UPTREND,6,047040,대우건설,62.22,27050,-7.68,0.931
2026-05-19,UPTREND,7,005930,삼성전자,61.9,275500,-1.96,0.977
2026-05-19,UPTREND,8,066570,LG전자,61.63,191700,-11.66,0.838
2026-05-19,UPTREND,9,088350,한화생명,61.37,5800,2.29,0.969
2026-05-19,UPTREND,10,014910,성문전자,61.24,2405,5.25,0.8
2026-05-19,UPTREND,11,028670,팬오션,60.98,6050,1.68,0.792
2026-05-19,UPTREND,12,027360,아주IB투자,60.47,17280,1.59,0.985
2026-05-19,UPTREND,13,000400,롯데손해보험,59.08,2275,5.32,0.785
2026-05-19,UPTREND,14,010140,삼성중공업,58.84,28550,-3.38,0.846
2026-05-19,UPTREND,15,055550,신한지주,57.05,93900,0.86,0.592
2026-05-19,UPTREND,16,043260,성호전자,56.64,35300,-10.63,0.762
2026-05-19,UPTREND,17,037270,YG PLUS,55.24,4425,1.14,0.946
2026-05-19,UPTREND,18,086790,하나금융지주,55.13,115300,0.96,0.492
2026-05-19,UPTREND,19,064400,LG씨엔에스,55.08,74800,-8.0,0.669
2026-05-19,UPTREND,20,067310,하나마이크론,53.93,47550,-2.86,0.7
2026-05-20,UPTREND,1,440110,파두,70.52,112200,3.99,0.704
2026-05-20,UPTREND,2,222800,심텍,69.96,103600,4.96,0.548
2026-05-20,UPTREND,3,005250,녹십자홀딩스,67.79,16370,4.53,0.807
2026-05-20,UPTREND,4,490470,세미파이브,64.27,35000,1.6,0.489
